date,value,norm
1913-01-01,12.1,
1913-02-01,12.0,
1913-03-01,12.0,
1913-04-01,12.0,
1913-05-01,11.9,
1913-06-01,11.9,
1913-07-01,12.0,
1913-08-01,12.0,
1913-09-01,12.2,
1913-10-01,12.2,
1913-11-01,12.1,
1913-12-01,11.9,
1914-01-01,11.8,
1914-02-01,11.8,
1914-03-01,11.7,
1914-04-01,11.7,
1914-05-01,11.6,
1914-06-01,11.6,
1914-07-01,11.6,
1914-08-01,12.0,
1914-09-01,12.1,
1914-10-01,11.7,
1914-11-01,11.7,
1914-12-01,11.6,
1915-01-01,11.8,
1915-02-01,11.8,
1915-03-01,11.8,
1915-04-01,11.8,
1915-05-01,11.9,
1915-06-01,11.8,
1915-07-01,11.9,
1915-08-01,11.8,
1915-09-01,11.8,
1915-10-01,12.1,
